id,name,desc,dragon_images
953,Meteor SS,"It is a dragon born from a small star and has a small star on its forehead and tail. It boasts a very fast movement speed, and the stars on the tail and forehead shine brighter as the speed increases. People who see it sometimes mistake it as a shooting star.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111726500109422.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241117261524456589.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241117261065805241.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111726274928947.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032411172739112563.']"
954,Meteor SSS,"It is a dragon born from a small star and has a small star on its forehead and tail. It boasts a very fast movement speed, and the stars on the tail and forehead shine brighter as the speed increases. People who see it sometimes mistake it as a shooting star.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241117581018843283.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111758599100872.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241117591911656174.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241117591808054501.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111759644886970.']"
955,Camouflage C,"A playful dragon with an ivy on its body, has a lively personality and a playful personality. The main playful game is to hide in the forest and make a noise when a person passes by, or it pops out suddenly from the forest.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111914522436741.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241119141838786557.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241119141437392953.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241119141026457161.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241119152118550382.']"
956,Camouflage B,"A playful dragon with an ivy on its body, has a lively personality and a playful personality. The main playful game is to hide in the forest and make a noise when a person passes by, or it pops out suddenly from the forest.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241120091876750012.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241120091421873911.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112009656894931.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112009786055289.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112010354151015.']"
957,Camouflage A,"A playful dragon with an ivy on its body, has a lively personality and a playful personality. The main playful game is to hide in the forest and make a noise when a person passes by, or it pops out suddenly from the forest.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241120501720871836.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112050251394907.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241120501318516671.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112051678615938.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241120511748038472.']"
958,Camouflage S,"A playful dragon with an ivy on its body, has a lively personality and a playful personality. The main playful game is to hide in the forest and make a noise when a person passes by, or it pops out suddenly from the forest.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032411254431528179.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241125441404718706.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241125441431242273.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241125451353629190.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241125452085138310.']"
959,Camouflage SS,"A playful dragon with an ivy on its body, has a lively personality and a playful personality. The main playful game is to hide in the forest and make a noise when a person passes by, or it pops out suddenly from the forest.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112653124036222.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241126541344414701.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241126541159402516.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032411265471629476.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241126542112798108.']"
960,Camouflage SSS,"A playful dragon with an ivy on its body, has a lively personality and a playful personality. The main playful game is to hide in the forest and make a noise when a person passes by, or it pops out suddenly from the forest.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032411275075808319.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112751995874511.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112751262306998.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324112751488885336.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241127511276076002.']"
961,Eligos,"The dragon that moves freely in the enormous sea, and the appearance of the sleek and enormous body moving freely in the sea is said to evoke admiration. The personality is gentle and curious, and it is said that when he finds a ship, it hovers around.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281518492122668617.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020042815184933642247.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281518491385375588.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200428151849962657086.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200428151850789560648.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200428151850694341116.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281518501609468079.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200428151851399063374.png']"
962,Tiger,"A dragon born in a honey pot and discharges honey, and honey is heated to 500 degrees with its body temperature. Honey is its own food and best weapon.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281519421537489447.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020042815194225542173.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281519431110055781.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281519431464678874.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202004281519431744647146.']"
963,Emotion,"Emotion means emotion. Red name is mana, emotion is anger. Yellow name is flam, happiness and joy. Blue name is Mei, emotion is sadness.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191435561967898972.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191435562092926519.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519143557811649441.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519143557443645909.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519143557259680720.']"
964,Mimir,"The dragon, which has been asleep for hundreds of years, can only be met by pursuing constant encounters. If you meet it for a long period of time, it will wake up and give you a fountain of knowledge to inform the Tamer of knowledge.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191445021570858421.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191445021889030264.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519144502544836948.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519144503651638810.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191445031679735697.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519144503883563450.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020051914450485518070.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191445041225379766.png']"
965,Charlotte C,"Cupcake Dragon loves fruit. The fruit you wear is said to have a very sweet scent, making people around you happy. I hate the bitter taste.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191451301619055180.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191451301504881947.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191451301476160443.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145131610500163.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145131155075924.']"
966,Charlotte B,"Cupcake Dragon loves fruit. The fruit you wear is said to have a very sweet scent, making people around you happy. I hate the bitter taste.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145201440990853.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452011994045440.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452011641775025.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145201411278663.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452021530690674.']"
967,Charlotte A,"Cupcake Dragon loves fruit. The fruit you wear is said to have a very sweet scent, making people around you happy. I hate the bitter taste.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452411853246903.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452421671346299.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452421128022408.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452421732387557.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191452431036078218.']"
968,Charlotte S,"Cupcake Dragon loves fruit. The fruit you wear is said to have a very sweet scent, making people around you happy. I hate the bitter taste.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145313690924484.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145313531928608.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145313802201258.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191453131669252520.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191453141800228138.']"
969,Charlotte SS,"Cupcake Dragon loves fruit. The fruit you wear is said to have a very sweet scent, making people around you happy. I hate the bitter taste.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145343357333490.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191453441427877477.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191453441435340585.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145344484833945.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020051914534498732682.']"
970,Charlotte SSS,"Cupcake Dragon loves fruit. The fruit you wear is said to have a very sweet scent, making people around you happy. I hate the bitter taste.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145431316134726.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145431481341327.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191454311135050486.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145432352964487.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145432598287354.']"
971,Aegis C,"The dragon called the shield of the gods, the hard-skinned armor radiates holy light and defends against evil attacks, and the attack is absorbed into the wings and becomes energy.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145510793203756.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145510576713323.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145511281660877.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191455112079905695.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145511106666682.']"
972,Aegis B,"The dragon called the shield of the gods, the hard-skinned armor radiates holy light and defends against evil attacks, and the attack is absorbed into the wings and becomes energy.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191455432016375987.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145543861066758.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191455441131141174.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145544783127817.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191455451209706968.']"
973,Aegis A,"The dragon called the shield of the gods, the hard-skinned armor radiates holy light and defends against evil attacks, and the attack is absorbed into the wings and becomes energy.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456131074168117.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145613509556612.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456131565209384.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456141945138257.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456141029375541.']"
974,Aegis S,"The dragon called the shield of the gods, the hard-skinned armor radiates holy light and defends against evil attacks, and the attack is absorbed into the wings and becomes energy.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145645797209314.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456451346568545.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456451157517205.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145646827472549.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191456461974859115.']"
975,Aegis SS,"The dragon called the shield of the gods, the hard-skinned armor radiates holy light and defends against evil attacks, and the attack is absorbed into the wings and becomes energy.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457161596947260.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145716266045070.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457171263314492.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200519145717773901521.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457171670700952.']"
976,Aegis SSS,"The dragon called the shield of the gods, the hard-skinned armor radiates holy light and defends against evil attacks, and the attack is absorbed into the wings and becomes energy.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457482005056109.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457482116003929.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457481937625417.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457492024615185.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202005191457491787599152.']"
977,Raging,"A violent dragon surrounded by a laser that melts anything all over the body, but the laser feels warm to an object that I truly care about. Raging cannot handle the laser well in the hatch and hatchling stages, so you have to train control with a mirror. Raging's The source of energy is the storage and use of solar heat, and the exploding sphere floats around the body when the laser hits it. | Original author: Hyunmu*Summoner |","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221408361883715621.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221408361003298658.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221408371063254066.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221408371578859448.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200622140837570155563.']"
978,Paymon,"The lord dragon wearing a shining crown is said to have a high reputation for its beautiful appearance and voice. Vibal and Avalam have a thug, and numerous legions follow.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221427341185212811.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200622142735684252584.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221427351130170926.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221427351149217393.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221427361153700706.']"
